title,company,empn_rate,posted_time,location,salary,preview,link,job_key,empn_id,job_type
Software Engineer-Data Science PHD (Intern)-United States Du...,Cisco Careers,4.1,30+ days ago,"Austin, TX",NA,Please use the link below for details about the position.,http://www.indeed.com/rc/clk?jk=c301e11b0250a1e7&fccid=dfc44f3b8c44a6db&vjs=3,c301e11b0250a1e7,NA,internship
Software Engineer in Test Intern - Data Analysis,MathWorks,4.0,30+ days ago,"Natick, MA 01760",NA,As an intern you will work on technical projects with our experienced software engineers.You will have the opportunity to gain practical knowledge of software…,http://www.indeed.com/rc/clk?jk=6faa0d79df92da8b&fccid=20ccf7980496f3a8&vjs=3,6faa0d79df92da8b,NA,internship
"Robotics Engineer Intern, Infrastructure Data Centers",Facebook,4.2,30+ days ago,"Fremont, CA",NA,Familiar with data analysis tools and/or experience working with data analysts.As we design and build these systems Facebook engineers encounter grand…,http://www.indeed.com/rc/clk?jk=858605b0a1505682&fccid=1639254ea84748b5&vjs=3,858605b0a1505682,NA,internship
"Data Engineer Intern, Infrastructure Data Centers",Facebook,4.2,30+ days ago,"Fremont, CA",NA,The Data Center Analytics team is seeking a Data Engineer Intern to join the Data Center Data Science Team.Data engineer is responsible to source large amount…,http://www.indeed.com/rc/clk?jk=1eab0452cff5d8ab&fccid=1639254ea84748b5&vjs=3,1eab0452cff5d8ab,NA,internship
"Network Operations Engineer Intern, Infrastructure Data Cent...",Facebook,4.2,30+ days ago,"Fremont, CA",NA,"Being data driven with an ability to use metrics, KPI and SLOs will allow continuous maturity improvements.You will also work on monitoring the incident queue,…",http://www.indeed.com/rc/clk?jk=1847201cd10a4c5b&fccid=1639254ea84748b5&vjs=3,1847201cd10a4c5b,NA,internship
"Security Engineer Intern, Data Science (Online Safety)",Facebook,4.2,30+ days ago,"Menlo Park, CA",NA,Our engineers and data scientists collaborate closely with other product engineering teams on safety features across the company.,http://www.indeed.com/rc/clk?jk=0bc29b6d70ee7e60&fccid=1639254ea84748b5&vjs=3,0bc29b6d70ee7e60,NA,internship
Intern- RDA Data Systems Engineer 2,Micron,3.8,30+ days ago,"Manassas, VA",NA,Working closely with internal customers to improve data response.You must be able to multitask and provide high quality data in a fast-paced and dynamic work…,http://www.indeed.com/rc/clk?jk=55b1606f5845c523&fccid=be240c643a8631c5&vjs=3,55b1606f5845c523,NA,internship
Data Engineer Internship,Wellmark,4.0,30+ days ago,"Des Moines, IA",NA,"Currently enrolled as a Junior or Senior undergraduate student or in a graduate-level program in Data Analytics, Management Information Systems, Information…",http://www.indeed.com/rc/clk?jk=babef46def9752ac&fccid=add7a13d6c55ff59&vjs=3,babef46def9752ac,NA,internship
"Analytical Solutions Engineer Intern, Infrastructure Data Ce...",Facebook,4.2,30+ days ago,"Fremont, CA",NA,Facebook is seeking Analytics Solutions Software Developer Intern to join the Data Center Data Science Team.Experience with big data and statistics.,http://www.indeed.com/rc/clk?jk=560fed98ab13f097&fccid=1639254ea84748b5&vjs=3,560fed98ab13f097,NA,internship
"Network Automation Engineer Intern, Infrastructure Data Cent...",Facebook,4.2,30+ days ago,"Fremont, CA",NA,Facebook is looking for a Network Automation Engineer Intern to help provide network process improvement and automation support for the Facebook network.,http://www.indeed.com/rc/clk?jk=643ef5db51d67d52&fccid=1639254ea84748b5&vjs=3,643ef5db51d67d52,NA,internship
DATA PLATFORM ENGINEER INTERN,"Foot Locker, Inc.",3.9,30+ days ago,"Camp Hill, PA 17011",NA,"As a Data Platform Engineer intern, you will:Gain insight into the data platform as they continue to expand a new data lake platform.",http://www.indeed.com/rc/clk?jk=de8bfd5e8f5e6c12&fccid=5c616ca9b51e8497&vjs=3,de8bfd5e8f5e6c12,NA,internship
AI Deep learning/Big data Engineer Internship,Gosvea,NA,30+ days ago,"San Jose, CA","$20,000 - $80,000 a year",Intelligent price compare system is an intelligent assistant system for consumer management in the era of big data.Relevant working experience is preferred;,http://www.indeed.com/company/Gosvea/jobs/Ai-Deep-Learning-Big-Data-Engineer-Internship-042ff2578f30d7fa?fccid=37dd93867d8858cd&vjs=3,042ff2578f30d7fa,NA,internship
Data Engineer Intern,KeHE Distributors,3.1,30+ days ago,"Naperville, IL 60563",NA,"Conceptual, analytical thinker, with a real passion for data exploration and design.Exposure to business intelligence which includes Databases, ETL, Machine…",http://www.indeed.com/rc/clk?jk=253d0ca8c20f0149&fccid=8e2790db4e6d0e3e&vjs=3,253d0ca8c20f0149,NA,internship
Computer Science Data Engineer Intern,KLA-Tencor,4.0,30+ days ago,"Ann Arbor, MI",NA,"Understand the data currently available in the data system, and what data transformations are needed to enable new data analytics applications.",http://www.indeed.com/rc/clk?jk=c4b45030d4f4d745&fccid=c8fc142c28286059&vjs=3,c4b45030d4f4d745,NA,internship
Software Engineer Internship for Workstations for Data Scien...,HP,4.0,30+ days ago,"Fort Collins, CO 80528",NA,"Work with a team to understand Data Science workflows within an edge compute environment.As a Software Engineer Intern, you will work with a team with Personal…",http://www.indeed.com/rc/clk?jk=793348673dae4fbf&fccid=1b866506aec22461&vjs=3,793348673dae4fbf,NA,internship
