title,company,empn_rate,posted_time,location,salary,preview,link,job_key,empn_id,job_type
Machine Learning / AI Summer Internship,"Applied Research Associates, Inc",4.0,17 days ago,"Raleigh, NC 27601",NA,With this opportunity you will develop machine learning and other AI approaches to a complex problem set; work as a developer on a team of engineers and…,http://www.indeed.com/rc/clk?jk=ac90523934ecf7b1&fccid=600e6abd00b4b668&vjs=3,ac90523934ecf7b1,NA,internship
Data Analyst Intern,"Barton Associates, Inc.",2.9,16 days ago,"Peabody, MA",NA,"This role will be exposed to the full data lifecycle- including, but not limited to, understanding & documenting requirements, working with transactional system…",http://www.indeed.com/rc/clk?jk=13e945ccc3970819&fccid=38933d4cec83d72a&vjs=3,13e945ccc3970819,NA,internship
Data Center Marketing Intern,Intel,4.1,14 days ago,"Hillsboro, OR 97124",NA,"You will be responsible for creating social media posts, curating rich media content for social amplification, loading all content into publishing systems,…",http://www.indeed.com/rc/clk?jk=8b75180282533dde&fccid=f1374be6a45f4b8a&vjs=3,8b75180282533dde,NA,internship
"Graduate Research Intern - Deep Learning, Radar Perception",Intel,4.1,16 days ago,"Santa Clara, CA 95052",NA,"+1 year Strong fundamentals in deep learning, with relevant academic work (or) strong background in computer vision/machine perception.You will be working on:",http://www.indeed.com/rc/clk?jk=90097866203037cf&fccid=f1374be6a45f4b8a&vjs=3,90097866203037cf,NA,internship
AI Engineer Intern,Intel,4.1,15 days ago,"Santa Clara, CA 95052",NA,"Pursuing MS, or PhD in Computer Science, Electrical Engineering or any related fields (Statistics, Applied Math, Computational Neuroscience).",http://www.indeed.com/rc/clk?jk=6996d286351804ed&fccid=f1374be6a45f4b8a&vjs=3,6996d286351804ed,NA,internship
Research Intern - Deep Learning Group,Microsoft,4.2,17 days ago,"Redmond, WA",NA,"Microsoft Research AI Deep Learning Group is seeking exceptional intern candidates with stellar empirical research skills in the areas of machine learning, deep…",http://www.indeed.com/rc/clk?jk=8394e98449340d2c&fccid=734cb5a01ee60f80&vjs=3,8394e98449340d2c,NA,internship
"2020 Summer Intern, NLP – Claim Detection",Educational Testing Service (ETS),3.8,15 days ago,"Princeton, NJ 08541",NA,"In NLP, the majority of the claim detection studies have used the argumentative corpus, such as persuasive essays and online discussion forums for training…",http://www.indeed.com/rc/clk?jk=6072bdc37f402009&fccid=b465eef0f362cf27&vjs=3,6072bdc37f402009,NA,internship
Internship: Computer Vision for Robotic Manipulation,Mitsubishi Electric Research Labs,3.9,18 days ago,"Cambridge, MA 02139 (Area IV area)",NA,"Research Areas: Computer Vision, Machine Learning, Robotics.Successful candidate will collaborate with MERL researchers to develop algorithms, conduct…",http://www.indeed.com/rc/clk?jk=3f7000929566077c&fccid=5c9fd319bc2040d1&vjs=3,3f7000929566077c,NA,internship
"2020 Summer Intern, NLP – Automated Writing",Educational Testing Service (ETS),3.8,15 days ago,"Princeton, NJ 08541",NA,"The intern will be supported by research scientists, research engineers, and research assistants and the team will work collectively.",http://www.indeed.com/rc/clk?jk=96ed96a9d16f3a7d&fccid=b465eef0f362cf27&vjs=3,96ed96a9d16f3a7d,NA,internship
"PhD Software Engineer Intern, Rideshare / Machine Learning (...",Lyft,3.5,14 days ago,"San Francisco, CA",NA,"Machine Learning, Deep Neural Networks; applying ML and CNN/DNN techniques to handle different tasks related to Lyft.401(k) plan to help save for your future.",http://www.indeed.com/rc/clk?jk=545b5aa16cfdb4c1&fccid=7dcf8477ac404a55&vjs=3,545b5aa16cfdb4c1,NA,internship
Data Science Internship,DICK'S Sporting Goods,3.5,22 days ago,"Coraopolis, PA 15108",NA,"Apply machine learning and data mining techniques to extract actionable insights from large-scale, high-dimensional data.Some of your experiences will include:",http://www.indeed.com/rc/clk?jk=dddc960e8a9a7dc9&fccid=55a2bdb0a91b873d&vjs=3,dddc960e8a9a7dc9,NA,internship
